STATE,COUNTY,GROCPC,SNAPStoresPERTHO,SNAPRedemp,AMB_PAR06,PCT_FREE_LUNCH,PCT_REDUCED_LUNCH,PC_FRUVEG,PC_SNACKS,PC_SODA,PC_MEAT,PC_FATS,PC_PREPFOO,MILK_PRICE,SODA_PRICE,PCT_DIABET,PCT_OBESE_ADULTS,PCT_Child_OBESITY,PctNHWhite,PctNHBlack,PctHisp08,PctNHAsian,PctNHNA08,Median_Inc,Percent_Poverty,metro
Nebraska,Buffalo,0.156,0.485,160325,87,26,8.5,169,122,64,61,21,298,0.88,0.97,6.3,28.4,14.3,91.7,0.9,5.6,0.7,0.3,46316,11.8,0
Nebraska,Burt,0.425,0.712,36613,81,22.9,11.5,174,120,66,68,19,315,0.89,0.98,9.5,28.8,,95.6,0.2,1.9,0.2,1.3,45487,10.2,0
Nebraska,Butler,0.239,0.24,68367,74,28.4,13.1,174,120,66,68,19,315,0.89,0.98,7.9,29.3,14.7,95.8,0.1,3.3,0.2,0.1,44853,9.5,0
Nebraska,Cass,0.196,0.352,71867,85,19.7,9.1,174,120,66,68,19,315,0.89,0.98,7.8,26.5,11.6,95.3,0.8,2.2,0.5,0.3,63083,6.7,1
Nebraska,Cedar,0.586,0.476,21023,76,18.1,13.5,169,122,64,61,21,298,0.88,0.97,8.3,27.8,20.2,98.3,0.1,0.7,,0.3,43199,8.6,0
Nebraska,Chase,0.812,1.102,27339,79,21,11.7,169,122,64,61,21,298,0.88,0.97,8.3,28.2,12,93.7,0.2,5.5,0.1,0.1,42821,10.6,0
Nebraska,Cherry,0.527,1.07,267948,78,26.8,10.6,169,122,64,61,21,298,0.88,0.97,8.7,29.1,10,92,0.1,1.2,0.4,4.5,37448,12.3,0
Nebraska,Cheyenne,0.402,0.502,119915,76,24.2,11,157,109,60,55,17,299,0.89,0.99,7.7,28.2,10.5,91.9,0.2,5.5,0.9,0.7,45580,9.7,0
Nebraska,Clay,0.947,0.797,21047,74,23.9,12.4,169,122,64,61,21,298,0.88,0.97,9.2,30.9,,93.7,0.2,5.1,0.3,0.4,42030,10.5,0
Nebraska,Colfax,0.606,0.701,38512,91,37.8,14.2,174,120,66,68,19,315,0.89,0.98,7.9,28,24.2,60.2,0.3,38.7,0.2,0.2,45708,9.4,0
Nebraska,Cuming,0.322,0.752,31853,81,28.2,15.3,174,120,66,68,19,315,0.89,0.98,8.2,28.1,16.7,89.7,0.1,9.1,0.2,0.5,44672,9.3,0
Nebraska,Custer,0.646,0.83,44598,71,25.4,16.9,169,122,64,61,21,298,0.88,0.97,8.3,31.1,10,97.1,0.1,1.4,0.2,0.6,39479,11.4,0
Nebraska,Dakota,0.197,0.595,311758,84,30.3,10.7,169,122,64,61,21,298,0.88,0.97,8.4,31.7,15.5,61.2,1.6,30.6,3.5,1.9,43813,13.2,1
Nebraska,Dawes,0.227,0.459,520858,84,26,10.3,169,122,64,61,21,298,0.88,0.97,7.7,26.2,14.5,90.3,1.2,2.9,0.3,3.7,36051,19.9,0
Nebraska,Dawson,0.244,0.608,134217,81,41.6,14.9,169,122,64,61,21,298,0.88,0.97,8.1,29.1,17,65.8,1.2,31.2,0.8,0.5,42566,12,0
Nebraska,Deuel,0.53,1.064,31849,67,26.9,18.8,169,122,64,61,21,298,0.88,0.97,8.7,28,,95.6,0.1,3,0.4,0.6,40951,11.2,0
Nebraska,Dixon,0.482,0.318,8887,85,23.2,10,169,122,64,61,21,298,0.88,0.97,8.4,29.9,25.2,91,0.2,7.8,0.2,0.3,43715,10.1,1
Nebraska,Dodge,0.223,0.641,149211,90,28.5,10.2,174,120,66,68,19,315,0.89,0.98,8.5,29.9,15.7,90.9,0.7,6.8,0.5,0.3,46805,10.1,0
Nebraska,Douglas,0.157,0.402,284823,94,31.3,7.8,174,120,66,68,19,315,0.89,0.98,7.9,26.7,13.5,74.3,11.3,9.8,2.5,0.6,52222,12.2,1
Nebraska,Dundy,0.494,0.5,34581,61,34.2,15.5,169,122,64,61,21,298,0.88,0.97,9.9,28.5,,92.8,,4.8,0.5,0.9,34354,14.3,0
Nebraska,Fillmore,0.83,1.333,13128,66,23,8.4,169,122,64,61,21,298,0.88,0.97,8.9,28.3,12.2,95.8,0.2,2.7,,0.5,44794,9.5,0
Nebraska,Franklin,0.952,0.967,27160,80,27.3,16.9,169,122,64,61,21,298,0.88,0.97,9.8,28.6,,98.2,,0.9,0.1,0.4,37631,12.6,0
Nebraska,Frontier,1.129,0.774,21924,63,25.3,11.8,169,122,64,61,21,298,0.88,0.97,8.2,29.1,,97.3,0.1,1.5,0.2,0.2,42541,12.7,0
Nebraska,Furnas,1.276,0.861,36753,71,32.4,14.5,169,122,64,61,21,298,0.88,0.97,9.9,30.1,9,96.8,,1.7,0.2,0.5,38498,13.4,0
Nebraska,Gage,0.173,0.738,97741,79,24.3,7.6,174,120,66,68,19,315,0.89,0.98,8.9,29.6,16,96.1,0.5,1.4,0.5,0.6,42719,11.3,0
Nebraska,Garden,0.547,0.567,48628,90,38.5,21.5,169,122,64,61,21,298,0.88,0.97,9.9,29,,96.6,0.1,2,0.3,0.3,34353,14.2,0
Nebraska,Garfield,1.167,1.17,31699,57,25.7,11.3,169,122,64,61,21,298,0.88,0.97,9.6,27.8,,97.9,0.1,1.3,0.1,0.2,32772,13.4,0
Nebraska,Gosper,0.506,0.519,6487,87,26.4,14.2,169,122,64,61,21,298,0.88,0.97,9.1,28.6,,96.9,,2.2,0.3,0.2,44915,9.3,0
Nebraska,Grant,3.273,1.656,12574,,27.8,12.5,169,122,64,61,21,298,0.88,0.97,9.2,29.2,,98.2,,1.5,0.2,0.2,37935,10,0
Nebraska,Greeley,1.298,1.747,8981,66,41.7,18.8,169,122,64,61,21,298,0.88,0.97,10.2,30.2,,97.2,0.8,1.4,,0.1,35576,13.5,0
Nebraska,Hall,0.199,0.514,200500,86,37.6,11.9,169,122,64,61,21,298,0.88,0.97,8.3,31.3,18,76.2,1.6,19.7,1.3,0.4,46353,12.5,0
Nebraska,Hamilton,0.215,0.323,51519,84,16.2,10.5,169,122,64,61,21,298,0.88,0.97,8,30,14.7,97,0.2,1.6,0.5,0.2,54722,7.4,0
Nebraska,Harlan,0.59,0.903,33392,77,30.3,13.7,169,122,64,61,21,298,0.88,0.97,9.1,26.9,,97.9,0.2,1.2,0.1,0.2,39057,12,0
Nebraska,Hayes,1.022,0.995,2167,,26.9,15,169,122,64,61,21,298,0.88,0.97,9.6,30,,95.8,0.2,3,0.3,,37207,15.7,0
Nebraska,Hitchcock,,1.058,13039,75,44.8,10.6,169,122,64,61,21,298,0.88,0.97,9.4,29.1,,96.4,0.1,2.1,0.1,0.4,37381,13.6,0
Nebraska,Holt,0.873,0.977,44377,65,27.8,17.1,169,122,64,61,21,298,0.88,0.97,9.5,28.2,10.6,97.4,0.1,1.6,0.2,0.4,40783,12.1,0
Nebraska,Hooker,1.372,1.359,11862,,34.4,9.7,169,122,64,61,21,298,0.88,0.97,9.6,29,,97.6,,1.4,,0.4,35622,9.3,0
Nebraska,Howard,0.456,0.607,24974,83,25.6,16.2,169,122,64,61,21,298,0.88,0.97,7.9,28.9,10.2,96.9,0.3,1.9,0.1,0.3,43875,10.8,0
Nebraska,Jefferson,0.266,0.945,79394,71,24.8,11.5,169,122,64,61,21,298,0.88,0.97,9.3,29.1,11.3,97,0.1,1.8,0.2,0.5,40219,11.2,0
Nebraska,Johnson,0.672,0.667,31515,80,23.9,12.4,174,120,66,68,19,315,0.89,0.98,9.4,29.5,17.1,88.3,0.1,7.3,3.3,0.3,42359,11.3,0
Nebraska,Kearney,0.456,0.617,28538,79,17.9,10.3,169,122,64,61,21,298,0.88,0.97,7.8,28.1,,95.7,0.1,3.4,0.3,0.2,49281,8.7,0
Nebraska,Keith,0.374,0.767,88890,78,22.7,9.1,169,122,64,61,21,298,0.88,0.97,8.4,28.3,12.3,93.1,0.1,5.2,0.3,0.7,41079,11.5,0
Nebraska,Keya Paha,1.175,1.196,1240,,40.5,22.5,169,122,64,61,21,298,0.88,0.97,9.2,29.2,,94.4,,5,,0.4,31122,22.4,0
Nebraska,Kimball,0.278,0.566,67300,69,28.7,8.5,169,122,64,61,21,298,0.88,0.97,10.3,28.5,11.7,92.8,0.3,4.8,0.1,0.8,39705,12.1,0
Nebraska,Knox,0.694,0.941,37806,73,31.6,15.1,169,122,64,61,21,298,0.88,0.97,9.1,27.5,20.6,88.8,0.1,1.5,0.2,8.6,34296,15.4,0
Nebraska,Lancaster,0.153,0.377,187072,88,24.1,6.6,174,120,66,68,19,315,0.89,0.98,6.9,26.3,10.6,86.6,3.2,4.9,3.1,0.6,52228,10.6,1
Nebraska,Lincoln,0.141,0.45,196497,80,22.1,9.8,169,122,64,61,21,298,0.88,0.97,8.5,31,6.8,91.2,0.9,6.1,0.5,0.5,48080,9.6,0
Nebraska,Logan,,,,,26.5,8.6,169,122,64,61,21,298,0.88,0.97,9.6,28.6,,97.6,0.1,1,,1.1,40087,10.5,0
Nebraska,Loup,,,,,49.1,14.3,169,122,64,61,21,298,0.88,0.97,8.3,29.2,,97.1,,2.4,,0.3,30938,17.7,0
Nebraska,McPherson,1.984,1.946,2223,,,,169,122,64,61,21,298,0.88,0.97,8.2,29.2,,98.1,,1.6,0.4,,37225,12.9,0
Nebraska,Madison,0.235,0.558,183976,85,30.4,10.5,174,120,66,68,19,315,0.89,0.98,7.4,26.8,10.8,86.1,0.6,11,0.4,1,43256,12.1,0
Nebraska,Merrick,0.391,0.649,36805,76,22.9,15.6,169,122,64,61,21,298,0.88,0.97,8.1,29.9,10.6,96.1,0.2,2.8,0.1,0.2,44842,10.1,0
Nebraska,Morrill,0.598,1.002,48252,71,39.1,14.6,169,122,64,61,21,298,0.88,0.97,9.2,27.8,,86.7,0.1,11.8,0.2,0.9,39328,13.5,0
Nebraska,Nance,0.844,0.563,41562,76,20,12.6,169,122,64,61,21,298,0.88,0.97,8.8,27.6,,97.1,,1.9,,0.3,39452,13,0
Nebraska,Nemaha,0.569,0.847,63574,87,20,10.1,174,120,66,68,19,315,0.89,0.98,8.7,29,,95.2,0.6,2.5,0.6,0.3,44608,11.8,0
Nebraska,Nuckolls,0.664,0.895,32715,71,21.6,15.1,169,122,64,61,21,298,0.88,0.97,9.7,27.7,8.7,97.1,0.1,1.9,0.2,0.3,32931,13.2,0
Nebraska,Otoe,0.32,0.643,123082,85,20.2,9,174,120,66,68,19,315,0.89,0.98,9.2,31.6,16.5,93.7,0.5,4.4,0.4,0.3,48927,9.6,0
Nebraska,Pawnee,0.372,0.769,45554,72,32.2,17.8,174,120,66,68,19,315,0.89,0.98,9.7,28.1,,98,,1,0.2,0.2,37158,12.9,0
Nebraska,Perkins,0.341,0.347,38301,64,20.6,15.3,169,122,64,61,21,298,0.88,0.97,9.4,26.4,,95.6,,3.4,0.2,0.3,44607,10.7,0
Nebraska,Phelps,0.328,0.657,63009,74,20.6,10.2,169,122,64,61,21,298,0.88,0.97,8.3,29.5,12.2,95.5,0.2,3.1,0.3,0.4,44451,10.4,0
Nebraska,Pierce,0.551,0.415,23642,73,16.6,12.7,169,122,64,61,21,298,0.88,0.97,8.1,29.2,10.4,97.5,0.1,1.3,0.3,0.4,44320,9.8,0
Nebraska,Platte,0.22,0.468,146882,79,25.2,12.3,174,120,66,68,19,315,0.89,0.98,7.6,28.9,16.6,87.4,0.5,10.7,0.6,0.3,48221,7.7,0
Nebraska,Polk,0.578,0.586,21597,75,20.6,13.3,169,122,64,61,21,298,0.88,0.97,9.6,29.9,,96.8,,2.4,0.1,0.2,47605,7.8,0
Nebraska,Red Willow,0.093,0.374,289875,74,27.5,15.5,169,122,64,61,21,298,0.88,0.97,8.1,28.3,14.6,94.7,0.2,3.7,0.2,0.5,43079,10.6,0
Nebraska,Richardson,0.24,0.603,84262,76,32.3,12.1,174,120,66,68,19,315,0.89,0.98,8.8,30.9,19.6,93.9,0.3,1.4,0.2,2.7,37937,10.9,0
Nebraska,Rock,1.32,1.326,14381,66,34.2,8.7,169,122,64,61,21,298,0.88,0.97,9.7,28.7,,98.5,,0.7,0.1,0.4,33449,17.6,0
Nebraska,Saline,0.434,0.799,44649,76,22.1,7.8,174,120,66,68,19,315,0.89,0.98,8,31.1,23.6,80.8,0.5,15.7,1.9,0.3,46707,9.8,0
Nebraska,Sarpy,0.103,0.239,270920,90,17.4,7.3,174,120,66,68,19,315,0.89,0.98,7,28.5,8.6,86.1,3.7,6,1.9,0.4,64840,5.4,1
Nebraska,Saunders,0.348,0.449,39727,83,18.6,8.7,174,120,66,68,19,315,0.89,0.98,8.4,28.3,9.3,96.5,0.3,2,0.2,0.3,54251,7.4,1
Nebraska,Scotts Bluff,0.193,0.574,224194,75,34.9,11.1,169,122,64,61,21,298,0.88,0.97,9.9,30.3,16.6,77.5,0.4,19.1,0.6,1.6,41774,14,0
Nebraska,Seward,0.242,0.358,70849,79,13.8,6.5,174,120,66,68,19,315,0.89,0.98,7.9,27.1,13.1,96.2,0.5,1.8,0.5,0.2,56584,7.7,1
Nebraska,Sheridan,0.921,1.874,222415,78,36.2,14.3,169,122,64,61,21,298,0.88,0.97,9.5,27.4,13.5,84.1,0.1,2.5,0.1,11.1,34992,15.6,0
Nebraska,Sherman,0.668,0.668,19962,80,35.7,17.7,169,122,64,61,21,298,0.88,0.97,9.1,29.9,20.1,97.8,0.1,1.3,0.2,0.2,37964,12.3,0
Nebraska,Sioux,,,,,,3.4,169,122,64,61,21,298,0.88,0.97,8.1,28.6,,95.6,,3.5,0.2,0.1,38862,13.1,0
Nebraska,Stanton,0.313,0.317,12525,77,25.2,12.7,174,120,66,68,19,315,0.89,0.98,7,31.5,,94.8,0.4,3.3,0.1,0.5,49573,8.7,0
Nebraska,Thayer,0.773,1.371,13538,68,22.6,14.3,169,122,64,61,21,298,0.88,0.97,10.2,29.5,,97.5,,1.4,0.1,0.3,39355,10.9,0
Nebraska,Thomas,1.667,1.715,5282,,30.1,22.6,169,122,64,61,21,298,0.88,0.97,8.7,29,,97.8,,1.4,,0.7,34833,13.2,0
Nebraska,Thurston,0.139,1.126,100678,93,57.4,14.7,169,122,64,61,21,298,0.88,0.97,10,32.4,,39.9,1.9,6.5,0.3,49,35638,28.2,0
Nebraska,Valley,0.469,0.717,58078,66,28.7,10.6,169,122,64,61,21,298,0.88,0.97,9.1,28.9,8.4,97,0.1,2,0.1,0.4,40480,12.6,0
Nebraska,Washington,0.251,0.202,194285,86,11,5.3,174,120,66,68,19,315,0.89,0.98,7.7,27.2,11,96,0.8,1.8,0.4,0.2,62451,6.7,1
Nebraska,Wayne,0.323,0.431,68790,88,20.4,11.1,169,122,64,61,21,298,0.88,0.97,6.7,29.5,9.5,93.5,1.2,3.2,0.7,0.4,44117,12.1,0
Nebraska,Webster,0.555,0.57,28425,75,25.5,14.1,169,122,64,61,21,298,0.88,0.97,10.5,29.6,,97.1,0.2,0.7,0.6,0.3,36927,11.5,0
Nebraska,Wheeler,,,,,41.5,16.2,169,122,64,61,21,298,0.88,0.97,8.1,27.7,,99.1,,0.6,,0.2,33551,18.7,0
Nebraska,York,0.279,0.423,119225,71,17.8,12.9,169,122,64,61,21,298,0.88,0.97,8.5,30.4,14.2,92.6,1.4,3.9,0.5,0.4,47356,9.7,0
Nevada,Churchill,0.081,0.723,105386,85,30.9,8.5,175,111,58,69,18,283,0.98,1.11,8.7,26.8,11.4,77.8,1.6,10.6,2.7,4.6,53618,10.6,0
Nevada,Clark,0.141,0.413,175906,88,30.9,8.5,175,111,58,69,18,283,0.98,1.11,8.7,24.8,13.2,51.5,9.4,28.4,7.1,0.6,56691,11.1,1
Nevada,Douglas,0.177,0.266,81041,81,30.9,8.5,175,111,58,69,18,283,0.98,1.11,7.1,20.8,16,84.8,0.6,9.2,1.8,1.6,61135,8,0
Nevada,Elko,0.213,0.467,80252,90,30.9,8.5,188,135,57,60,20,324,0.73,1.06,6.9,29.6,8.4,69.9,1,22.4,0.8,4.6,70125,7.5,0
Nevada,Esmeralda,,1.477,2374,,30.9,8.5,175,111,58,69,18,283,0.98,1.11,10.8,25.6,,76.5,0.1,12.7,,6.5,40299,14.3,0
Nevada,Eureka,0.64,1.229,5330,,30.9,8.5,175,111,58,69,18,283,0.98,1.11,7.7,27.1,,79.5,0.4,13.1,1.2,2.5,55090,10,0
Nevada,Humboldt,0.286,0.507,78353,103,30.9,8.5,175,111,58,69,18,283,0.98,1.11,7.3,31.6,18.8,70.1,0.7,22.7,0.7,4.1,58005,10.2,0
Nevada,Lander,0.394,0.393,65612,115,30.9,8.5,175,111,58,69,18,283,0.98,1.11,7.9,30.1,15.7,73.6,0.4,19,0.4,5.1,61938,9.9,0
Nevada,Lincoln,0.847,0.817,25626,131,30.9,8.5,175,111,58,69,18,283,0.98,1.11,10.8,28.9,,89.9,1.6,5.5,0.3,1.6,44535,13.9,0
Nevada,Lyon,0.115,0.226,168493,79,30.9,8.5,175,111,58,69,18,283,0.98,1.11,6.8,27.7,16.9,77.5,1.4,15.5,1.5,1.7,47924,9.6,0
Nevada,Mineral,0.21,0.854,76908,87,30.9,8.5,175,111,58,69,18,283,0.98,1.11,11.5,29.8,,65,5.2,11.8,1,15,37630,15.9,0
Nevada,Nye,0.159,0.586,177680,78,30.9,8.5,175,111,58,69,18,283,0.98,1.11,10,31.2,3.8,80.2,2.3,12.4,1.4,1.5,43463,15.8,0
Nevada,Pershing,0.157,0.159,194114,94,30.9,8.5,175,111,58,69,18,283,0.98,1.11,6.9,33.5,9.6,68.3,5.8,19.8,0.5,3.6,53651,18.1,0
Nevada,Storey,,,,,30.9,8.5,175,111,58,69,18,283,0.98,1.11,6.9,27.8,,82.9,1.5,8.6,2.3,1.2,63967,5.2,1
Nevada,Washoe,0.138,0.502,112744,83,30.9,8.5,175,111,58,69,18,283,0.98,1.11,6.5,21.2,14.3,67.7,2.2,21.2,4.8,1.6,57355,12.2,1
Nevada,White Pine,0.439,0.326,135066,100,30.9,8.5,188,135,57,60,20,324,0.73,1.06,7.9,32.9,6.2,77.7,4.2,12,0.9,3.5,49209,13.5,0
Nevada,Carson City,0.256,0.456,183971,91,30.9,8.5,175,111,58,69,18,283,0.98,1.11,7.2,23.7,11.8,72.1,1.9,20.1,2.1,2.1,51487,11.3,1
New Hampshire,Belknap,0.246,0.702,110759,82,15.2,7.6,190,118,59,59,24,299,1.08,0.92,8.5,25,20.8,96.3,0.5,1.1,0.8,0.3,52380,9.1,0
New Hampshire,Carroll,0.423,0.612,94795,84,14.8,8.2,190,118,59,59,24,299,1.08,0.92,8.8,21.2,16.9,97.1,0.3,0.8,0.7,0.3,51064,9.2,0
New Hampshire,Cheshire,0.31,0.544,160784,80,13.5,7.1,151,115,57,31,19,296,1.07,0.91,8.2,27.5,14.5,96,0.6,1.3,0.9,0.3,53210,10.3,0
New Hampshire,Coos,0.433,1.157,96126,79,24.5,8.4,190,118,59,59,24,299,1.08,0.92,9.7,26.9,9.7,97,0.3,0.9,0.6,0.3,42788,13,0
New Hampshire,Grafton,0.387,0.698,105927,102,13.7,7.2,190,118,59,59,24,299,1.08,0.92,7.2,22.9,15.9,93.9,0.8,1.7,2,0.3,52872,10.6,0
New Hampshire,Hillsborough,0.182,0.505,119128,85,13.5,4.9,151,115,57,31,19,296,1.07,0.91,6.9,24.5,15.1,88.8,1.8,5,3,0.2,68613,7,1
New Hampshire,Merrimack,0.182,0.439,119181,90,11.3,5.6,151,115,57,31,19,296,1.07,0.91,7.4,23.8,16.9,95.1,0.9,1.5,1.3,0.2,64885,8.6,0
New Hampshire,Rockingham,0.159,0.262,182845,83,6.7,3.3,151,115,57,31,19,296,1.07,0.91,7.6,23.3,16.8,94.5,0.8,2.1,1.6,0.2,75425,4.8,1
New Hampshire,Strafford,0.173,0.451,217548,85,16.3,5.3,151,115,57,31,19,296,1.07,0.91,8.8,26.2,14,94,1,1.6,1.9,0.2,60230,10.7,1
New Hampshire,Sullivan,0.141,0.54,189177,58,16.9,7.7,190,118,59,59,24,299,1.08,0.92,8,26.9,18.5,96.6,0.4,1,0.7,0.3,51426,9.9,0
New Jersey,Atlantic,0.252,0.691,132166,86,28.7,8.9,215,138,56,112,19,337,1.05,1.02,10,26.5,19,61.4,15.7,14.9,6.5,0.2,52409,11.1,1
New Jersey,Bergen,0.29,0.238,126090,84,9.1,3.8,196,135,52,79,17,312,1.1,0.94,8,19.6,17.9,64.1,5.4,15.1,14.2,0.1,82136,5.3,1
New Jersey,Burlington,0.188,0.357,104563,89,11.8,5.3,215,138,56,112,19,337,1.05,1.02,8.9,26,14.7,72.3,16,5.6,4,0.2,76869,5.4,1
New Jersey,Camden,0.3,0.713,145262,89,26.9,6.7,215,138,56,112,19,337,1.05,1.02,9,25.8,8.6,62.8,18.7,12.4,4.5,0.2,60746,11.2,1
New Jersey,Cape May,0.394,0.48,133610,88,21,7.4,215,138,56,112,19,337,1.05,1.02,10,25.1,14.6,88.7,4.6,4.7,0.8,0.2,54423,8.9,1
New Jersey,Cumberland,0.315,0.823,158764,86,45.9,10.5,215,138,56,112,19,337,1.05,1.02,9.4,27.2,17.6,53,19.6,24.2,1.1,0.6,49720,13.4,1
New Jersey,Essex,0.395,0.949,120117,109,37.6,7.1,196,135,52,79,17,312,1.1,0.94,9.4,25.3,16.5,35.8,39.7,18.9,4.3,0.2,54694,14.5,1
New Jersey,Gloucester,0.186,0.469,82489,77,13.6,5.4,215,138,56,112,19,337,1.05,1.02,9.8,24.9,14.9,82.5,10,3.8,2.3,0.2,70273,6.9,1
New Jersey,Hudson,0.434,1.164,111334,96,52.6,9.3,196,135,52,79,17,312,1.1,0.94,7.8,22.8,23.7,34.5,12,40.6,11.5,0.2,54800,14.9,1
New Jersey,Hunterdon,0.194,0.155,54750,59,2.5,1,196,135,52,79,17,312,1.1,0.94,6.8,18.8,17.4,88.2,2.9,4.5,3.4,0.1,102249,3.7,1
New Jersey,Mercer,0.294,0.633,90592,97,20.9,6.1,215,138,56,112,19,337,1.05,1.02,8.3,22.2,20.1,57.8,19.4,13.3,8.1,0.1,72883,9,1
New Jersey,Middlesex,0.282,0.347,92717,92,18,6,196,135,52,79,17,312,1.1,0.94,7.6,23.8,18.2,52.6,9.4,17.6,19,0.1,77015,7.1,1
New Jersey,Monmouth,0.257,0.276,100233,94,11.3,3.6,196,135,52,79,17,312,1.1,0.94,7.6,20.4,21.8,77.7,7.3,8.8,5,0.1,82503,5.9,1
New Jersey,Morris,0.212,0.199,78841,79,5.6,2.6,196,135,52,79,17,312,1.1,0.94,7.3,20.4,20.1,76.5,3,10.9,8.4,0.1,99268,4,1
New Jersey,Ocean,0.159,0.274,153872,82,12.5,5,196,135,52,79,17,312,1.1,0.94,9.2,26.4,13.2,87,3.2,7.1,1.7,0.1,59199,8.6,1
New Jersey,Passaic,0.433,1.039,125730,88,40.5,7.3,196,135,52,79,17,312,1.1,0.94,8.1,24.7,18.3,47.4,11.6,35.5,4.5,0.2,56552,13.9,1
New Jersey,Salem,0.243,0.529,302536,93,23.5,6.8,215,138,56,112,19,337,1.05,1.02,9,28.7,18.8,77.6,14.5,5.6,0.8,0.3,57935,10.5,1
New Jersey,Somerset,0.214,0.253,79810,88,7.9,3.2,196,135,52,79,17,312,1.1,0.94,6.7,20.4,24,65.3,8.4,12.5,12.6,0.1,99817,3.6,1
New Jersey,Sussex,0.192,0.232,98712,80,5.9,3.4,196,135,52,79,17,312,1.1,0.94,7.8,23.7,15.4,89.3,1.8,5.9,1.9,0.1,79393,4.6,1
New Jersey,Union,0.297,0.604,105521,100,29.8,7.7,196,135,52,79,17,312,1.1,0.94,8.3,21.1,21.4,47.5,21.1,25.8,4.4,0.1,67127,8.8,1
New Jersey,Warren,0.228,0.346,114892,88,10.1,4.2,215,138,56,112,19,337,1.05,1.02,8.4,26.9,14.1,86.3,3.4,6.7,2.6,0.1,74721,6.7,1
New Mexico,Bernalillo,0.135,0.507,250516,92,45.8,6.1,175,111,58,69,18,283,0.98,1.11,5.3,20,9.8,43.5,2.9,45.8,2,4.3,46988,14.3,1
New Mexico,Catron,0.586,2.349,12330,107,53.2,14.4,175,111,58,69,18,283,0.98,1.11,7.3,19.3,14.8,76.5,0.3,18.8,0.6,2.3,29127,20.7,0
New Mexico,Chaves,0.144,0.666,232489,96,70.9,3.9,175,111,58,69,18,283,0.98,1.11,8.1,25.6,10.6,46.2,2.1,49.3,0.7,0.7,34634,21.2,0
New Mexico,Cibola,0.073,0.733,275490,68,60.7,12.6,175,111,58,69,18,283,0.98,1.11,10.6,28.1,,23.3,1.4,33.6,0.4,40,34699,24.2,0
New Mexico,Colfax,0.379,0.617,131077,103,46,11.9,175,111,58,69,18,283,0.98,1.11,6.7,18.7,12.5,49,0.4,48.4,0.4,0.9,36755,16.6,0
New Mexico,Curry,0.133,0.868,201765,90,44,10.5,175,111,58,69,18,283,0.98,1.11,7,24.8,11.5,50.4,7.2,36.7,2.7,0.7,39401,17.9,0
New Mexico,De Baca,1.051,1.573,43672,113,38.6,13.8,175,111,58,69,18,283,0.98,1.11,7.7,22.4,,61.2,0.1,37,0.2,0.7,29340,18,0
New Mexico,Dona Ana,0.096,0.561,241563,83,70.7,0.1,175,111,58,69,18,283,0.98,1.11,5.7,22.7,15.2,30.6,1.7,65,0.8,0.9,36361,23.3,1
New Mexico,Eddy,0.196,0.759,193637,90,45.8,11.2,175,111,58,69,18,283,0.98,1.11,9.3,27.4,,53.2,1.7,42.6,0.6,0.9,43784,15.3,0
New Mexico,Grant,0.135,0.704,221561,113,60.2,7.8,175,111,58,69,18,283,0.98,1.11,7.3,19.6,16.1,48.6,0.8,48.3,0.3,0.9,36239,19,0
New Mexico,Guadalupe,0.226,1.841,38073,120,97.2,,175,111,58,69,18,283,0.98,1.11,5.8,21.9,9.2,17.8,1.5,78.4,0.9,0.9,27913,23.7,0
New Mexico,Harding,1.397,1.462,5273,151,34.9,17.9,175,111,58,69,18,283,0.98,1.11,7.7,20.8,13,53.4,0.3,45,,0.6,28697,15.2,0
New Mexico,Hidalgo,0.611,0.815,95163,120,54.5,13.8,175,111,58,69,18,283,0.98,1.11,6.2,20.1,9.3,40.2,0.3,58.4,0.3,0.3,34236,21.3,0
New Mexico,Lea,0.138,0.659,180514,88,42.2,12.4,175,111,58,69,18,283,0.98,1.11,7.4,27.8,13.4,45.6,4.4,47.8,0.4,0.8,45813,15.5,0
New Mexico,Lincoln,0.193,0.866,138586,96,45.5,12.1,175,111,58,69,18,283,0.98,1.11,6.2,17.4,13.8,65.9,0.9,29.6,0.3,2.3,42102,15.4,0
New Mexico,Los Alamos,0.108,0.165,116670,68,,,175,111,58,69,18,283,0.98,1.11,5,19.7,13.6,76,0.8,14.8,6,0.7,102602,3.1,0
New Mexico,Luna,0.112,0.551,336563,88,98.6,,175,111,58,69,18,283,0.98,1.11,7.1,24.3,9.9,37.5,1,59.7,0.4,0.6,27957,28,0
New Mexico,McKinley,0.186,0.919,401398,70,71.7,8.8,175,111,58,69,18,283,0.98,1.11,11.4,32.8,12,12,1,14,0.7,70.8,30366,30.8,0
New Mexico,Mora,0.198,0.792,65984,147,96.7,,175,111,58,69,18,283,0.98,1.11,6.4,19.1,10.2,18.5,0.1,80.2,,0.9,28962,23,0
New Mexico,Otero,0.096,0.605,135240,81,48.4,11.4,175,111,58,69,18,283,0.98,1.11,6.8,25.8,,52.3,4.3,34.8,1.3,5.4,38936,18,0
New Mexico,Quay,0.223,1.008,152475,119,77.5,4.5,175,111,58,69,18,283,0.98,1.11,6.8,25.8,,55.8,1.1,39.6,1.2,1.2,30200,19.9,0
New Mexico,Rio Arriba,0.172,0.885,209908,82,94.3,0.8,175,111,58,69,18,283,0.98,1.11,5.9,21,,13.9,0.3,71.9,0.1,13.1,38578,17.2,0
