STATE,COUNTY,GROCPC,SNAPStoresPERTHO,SNAPRedemp,AMB_PAR06,PCT_FREE_LUNCH,PCT_REDUCED_LUNCH,PC_FRUVEG,PC_SNACKS,PC_SODA,PC_MEAT,PC_FATS,PC_PREPFOO,MILK_PRICE,SODA_PRICE,PCT_DIABET,PCT_OBESE_ADULTS,PCT_Child_OBESITY,PctNHWhite,PctNHBlack,PctHisp08,PctNHAsian,PctNHNA08,Median_Inc,Percent_Poverty,metro
Arkansas,Montgomery,0.222,0.774,62977,91,51.6,19.4,143,104,70,67,17,281,0.93,1,10.3,27.1,11.1,91.9,0.7,4.3,0.4,1.3,34343,17.7,0
Arkansas,Nevada,0.214,0.983,58543,84,56.5,12.5,143,104,70,67,17,281,0.93,1,12.4,30,14.4,63.3,32.5,2.8,0.1,0.5,31432,22,0
Arkansas,Newton,0.24,1.085,59517,93,58.3,15.6,144,100,69,69,16,257,1.05,1,11.9,30.6,13,96,0.4,1.5,0.2,0.6,29273,23.3,0
Arkansas,Ouachita,0.307,1.009,219827,86,61.8,10.7,143,104,70,67,17,281,0.93,1,12.3,32,12.3,57.6,39.4,1.2,0.4,0.3,34370,22,0
Arkansas,Perry,0.096,0.388,137816,88,37.7,13.9,143,104,70,67,17,281,0.93,1,9.2,28.1,10.7,93.8,2.5,1.6,0.1,0.8,37595,16.2,1
Arkansas,Phillips,0.364,1.528,316957,91,90.9,2.3,172,112,74,74,18,292,0.94,0.99,12.6,35.8,10.3,35.6,60.8,1.8,0.6,0.3,26436,34.9,0
Arkansas,Pike,0.465,1.13,95859,84,49.2,10.9,143,104,70,67,17,281,0.93,1,10.1,28.9,13.8,88.8,3.9,5.3,0.2,0.7,37545,17.5,0
Arkansas,Poinsett,0.322,0.728,339891,93,59.5,10.2,172,112,74,74,18,292,0.94,0.99,11.8,33.4,12.6,88.8,7.6,2.2,0.1,0.2,31511,23.8,1
Arkansas,Polk,0.347,0.889,199653,86,52.1,16.4,143,104,70,67,17,281,0.93,1,9.9,28.6,10.2,91,0.7,4.7,0.2,1.8,30994,19.5,0
Arkansas,Pope,0.135,0.484,255489,86,43.2,12.2,143,104,70,67,17,281,0.93,1,9,29.6,16.1,89.2,3.2,4.9,0.8,0.7,40728,15.7,0
Arkansas,Prairie,0.344,0.816,86825,90,46.6,13.4,143,104,70,67,17,281,0.93,1,10.6,29.7,9.9,83,14.3,1.4,0.2,0.4,34703,18.1,0
Arkansas,Pulaski,0.195,0.56,285792,93,49.9,7.4,143,104,70,67,17,281,0.93,1,9.1,27,11.5,57.7,33.9,4.4,1.8,0.6,45215,16.5,1
Arkansas,Randolph,0.221,0.717,269761,84,53.4,14.5,172,112,74,74,18,292,0.94,0.99,10.3,28.4,13.5,95.4,1.2,1.6,0.2,0.6,30508,20.4,0
Arkansas,St. Francis,0.26,1.215,290862,90,96.9,1.3,172,112,74,74,18,292,0.94,0.99,11.4,32.4,8.1,43.2,49.4,5.6,0.6,0.3,28442,31.4,0
Arkansas,Saline,0.146,0.377,226921,83,25.1,7.5,143,104,70,67,17,281,0.93,1,9,27,13.7,90.5,4.8,2.5,0.7,0.5,50133,9.6,1
Arkansas,Scott,0.266,1.067,138902,71,52.4,12.5,143,104,70,67,17,281,0.93,1,10.2,29.9,15.5,84.8,0.8,8.7,2.7,1.5,33458,19.9,0
Arkansas,Searcy,0.248,1.243,80584,77,62,18,143,104,70,67,17,281,0.93,1,11.7,29.1,17.1,95.9,0.4,1.4,0.1,0.8,25547,24.2,0
Arkansas,Sebastian,0.165,0.801,219945,91,46.9,8.4,143,104,70,67,17,281,0.93,1,10.1,27.8,19.1,74.7,6.3,11.3,3.5,1.7,39573,17.3,1
Arkansas,Sevier,0.246,1.029,159665,82,61.9,9.5,144,100,69,69,16,257,1.05,1,10.3,30.5,17.1,62.9,4.3,29.5,0.2,1.8,32062,22.3,0
Arkansas,Sharp,0.225,0.616,286362,99,52.9,12.2,172,112,74,74,18,292,0.94,0.99,10.4,26.2,9.9,95.2,1.4,1.2,0.2,0.7,31801,19.7,0
Arkansas,Stone,0.084,0.91,154974,82,52.6,11.6,143,104,70,67,17,281,0.93,1,9.7,28.5,11.2,95.6,0.6,1.4,0.1,0.7,28724,19.4,0
Arkansas,Union,0.209,0.856,253415,95,52.5,8.2,144,100,69,69,16,257,1.05,1,10.4,28.7,12.7,63,32.9,2.1,0.7,0.3,38616,19.8,0
Arkansas,Van Buren,0.121,0.724,215019,86,52.8,16,143,104,70,67,17,281,0.93,1,9.8,27.8,15.3,94.9,0.8,1.8,0.3,0.8,35155,18.3,0
Arkansas,Washington,0.129,0.439,212826,85,38.9,9.5,143,104,70,67,17,281,0.93,1,6.9,25.2,17.5,77.2,3.2,13.6,2.1,1.3,42691,15,1
Arkansas,White,0.19,0.641,206518,85,41.6,10.9,143,104,70,67,17,281,0.93,1,9.5,28,13.7,90.5,4.3,3,0.4,0.5,39283,16.7,0
Arkansas,Woodruff,0.524,1.479,117704,92,98.6,,143,104,70,67,17,281,0.93,1,10.9,30.9,7.5,68.1,29.2,1.1,0.1,0.2,26185,27.1,0
Arkansas,Yell,0.277,0.546,181372,75,59.6,12.6,143,104,70,67,17,281,0.93,1,10.7,31.9,16,76.5,1.5,19.2,1,0.6,36459,17.6,0
California,Alameda,0.25,0.571,118316,71,28.1,7.1,252,113,49,113,14,302,1.14,1.24,6.9,19.3,16.6,36.8,12.8,21.8,24.5,0.3,70217,10.4,1
California,Alpine,,,,77,31.9,10.9,161,100,56,58,15,287,1.11,1.2,7.8,23.9,18.8,65.2,0.7,10.2,0.4,19.4,49320,15.7,0
California,Amador,0.311,0.601,111660,98,15.7,8.7,161,100,56,58,15,287,1.11,1.2,8.7,26.1,14.2,80.6,3.8,10.6,1.5,1.5,53951,9.8,0
California,Butte,0.229,0.862,140577,90,40.2,8.6,190,123,63,73,17,314,0.94,1.1,9,25.1,12.3,76.9,1.6,12.9,4,1.7,40308,20.7,1
California,Calaveras,0.235,0.427,93407,101,23.1,9,161,100,56,58,15,287,1.11,1.2,7.5,22.7,18.8,82.8,1.1,10.6,1.4,1.5,52850,11.5,0
California,Colusa,0.426,0.943,41159,83,58.7,10.5,161,100,56,58,15,287,1.11,1.2,7.8,24.2,17.3,41.6,1.2,52.1,1.7,1.7,44622,13.5,0
California,Contra Costa,0.178,0.425,119519,90,23.9,7.9,252,113,49,113,14,302,1.14,1.24,7.1,22.2,16.8,50.8,9.1,22.9,13.4,0.4,78469,9.4,1
California,Del Norte,0.311,0.962,171614,91,41.5,7.1,190,123,63,73,17,314,0.94,1.1,7.8,26.8,16.3,67.6,4.4,16.2,2.5,6,36729,23.6,0
California,El Dorado,0.188,0.42,83212,95,16.2,5.6,161,100,56,58,15,287,1.11,1.2,6.7,19.9,13.1,80.4,1.2,11.7,3.4,0.8,67019,7.8,1
California,Fresno,0.24,0.979,205877,92,53.2,9.5,190,123,63,73,17,314,0.94,1.1,7.6,26.4,17.5,35.4,5.1,48.7,8.4,0.8,43534,22.1,1
California,Glenn,0.179,1.133,51039,91,43.8,9,190,123,63,73,17,314,0.94,1.1,7.8,24.6,16.9,57.3,0.6,35.5,3.1,1.7,39641,16.9,0
California,Humboldt,0.358,0.93,116601,106,34.6,11.7,190,123,63,73,17,314,0.94,1.1,9,23.7,15.6,79.1,1,8.4,1.9,5.6,39627,19.8,0
California,Imperial,0.249,0.604,254816,96,58.5,11.2,190,123,63,73,17,314,0.94,1.1,6.9,25.4,16.6,16.3,3.3,76.8,1.8,1.2,36894,21.5,1
California,Inyo,0.345,0.934,77699,89,29.7,8.7,190,123,63,73,17,314,0.94,1.1,8.1,23.1,13.9,67.6,0.2,18.1,1.3,10.3,47197,11.6,0
California,Kern,0.241,0.806,178723,92,51.7,8.4,190,123,63,73,17,314,0.94,1.1,8,29.4,15.9,41.1,5.7,47.1,3.6,0.8,44716,20.5,1
California,Kings,0.202,0.789,173946,88,41.5,9.8,190,123,63,73,17,314,0.94,1.1,6.4,26.2,21.4,37.4,7.5,49.3,3,1,48614,17.9,1
California,Lake,0.372,0.863,140154,105,47.9,10.5,252,113,49,113,14,302,1.14,1.24,8.3,23.7,14.4,75.5,2.3,15.7,1.3,2.5,38926,17.9,0
California,Lassen,0.286,0.694,102544,93,28.7,7.8,190,123,63,73,17,314,0.94,1.1,6.2,24.9,12.9,68.4,10,15.3,0.9,3,47333,20.7,0
California,Los Angeles,0.212,0.684,134724,112,51.7,9.6,201,99,60,86,14,289,1.13,1.04,7.5,20.4,18.6,28.9,8.6,47.7,12.9,0.2,55452,15.3,1
California,Madera,0.206,0.816,148443,90,47.8,10.8,190,123,63,73,17,314,0.94,1.1,7.6,23.6,15.5,40.3,3.9,50.8,1.9,1.3,46066,18.2,1
California,Marin,0.259,0.305,71865,95,15.7,4.1,252,113,49,113,14,302,1.14,1.24,7,17.1,17.1,74.8,2.9,14.1,5.4,0.3,89909,7.1,1
California,Mariposa,0.667,0.723,47481,95,29.2,9.3,190,123,63,73,17,314,0.94,1.1,7.9,23.2,14.2,81.1,1.1,10.5,1,3.1,44419,13.5,0
California,Mendocino,0.593,0.951,133216,103,47.5,11,252,113,49,113,14,302,1.14,1.24,7.1,20.4,19.5,70.4,0.7,20.6,1.4,4.3,43134,17.7,0
California,Merced,0.237,0.91,181116,89,55.2,12,190,123,63,73,17,314,0.94,1.1,6.9,29.5,17.8,34.9,3.5,52.9,6.3,0.5,42629,21.5,1
California,Modoc,0.654,0.98,58101,91,36.2,22,190,123,63,73,17,314,0.94,1.1,8.3,22.4,9.2,79.1,0.8,13.3,0.6,3.9,35319,17.4,0
California,Mono,0.47,0.548,35115,126,30.1,11.8,161,100,56,58,15,287,1.11,1.2,6.7,22.2,8.4,70.2,0.9,23.6,1.3,2.2,55798,9.6,0
California,Monterey,0.282,0.622,111548,96,53.8,10,190,123,63,73,17,314,0.94,1.1,7.5,21.8,18.4,35.1,3,53.2,5.8,0.4,58822,12.7,1
California,Napa,0.25,0.367,101334,92,30.2,9.3,252,113,49,113,14,302,1.14,1.24,7.2,20.8,16.9,59.3,1.8,30.1,5.9,0.5,64829,9,1
California,Nevada,0.258,0.494,84160,94,13.6,6.3,161,100,56,58,15,287,1.11,1.2,7.1,20.5,13.5,87.5,0.6,7.7,1.2,0.8,56030,9.2,0
California,Orange,0.178,0.28,135922,87,28.9,9.1,201,99,60,86,14,289,1.13,1.04,6.3,18.5,16.4,46.2,1.6,33.8,16,0.3,74862,9.9,1
California,Placer,0.166,0.389,90055,94,12.4,5.5,161,100,56,58,15,287,1.11,1.2,6.7,17.6,14.5,77.8,1.6,11.9,5.3,0.7,75029,6.7,1
California,Plumas,0.583,0.691,61483,103,27.7,9,161,100,56,58,15,287,1.11,1.2,7.7,26,13.9,86.1,1,7.6,0.8,2.3,48770,12,0
California,Riverside,0.16,0.393,169306,92,36.8,13.5,201,99,60,86,14,289,1.13,1.04,7.7,24.5,15.2,42.3,5.9,43.9,5.2,0.6,57590,12.6,1
California,Sacramento,0.185,0.643,204428,99,38.7,9.5,161,100,56,58,15,287,1.11,1.2,7.8,25,15.4,51.9,9.7,20.2,13,0.7,56882,13.3,1
California,San Benito,0.239,0.384,178715,91,39.7,5.8,190,123,63,73,17,314,0.94,1.1,6.6,22.9,23.2,40.4,0.8,53.8,2.8,0.5,64646,10.4,1
California,San Bernardino,0.15,0.542,207048,100,42.3,11.8,201,99,60,86,14,289,1.13,1.04,7.4,27.1,16.2,35.7,8.5,47.5,5.6,0.6,54768,14.7,1
California,San Diego,0.194,0.377,123892,94,33.3,10.1,161,100,56,58,15,287,1.11,1.2,6.5,22.2,16,50.9,4.8,30.9,9.9,0.5,62820,12.6,1
California,San Francisco,0.389,0.71,70746,99,44.8,11.7,252,113,49,113,14,302,1.14,1.24,7.4,16.1,16.3,45.6,6.2,14.1,30.9,0.2,73127,11.2,1
California,San Joaquin,0.234,0.689,181724,94,40.8,8.8,161,100,56,58,15,287,1.11,1.2,7.1,29.2,16.5,38.9,7.3,37,13.1,0.6,54350,16.5,1
California,San Luis Obispo,0.229,0.351,121291,94,24.1,10.2,190,123,63,73,17,314,0.94,1.1,6.1,21.5,14.5,73.1,1.9,19.1,3,0.6,60088,12.1,1
California,San Mateo,0.244,0.278,70073,106,20.6,6.7,252,113,49,113,14,302,1.14,1.24,7.1,16.9,18,45.4,2.9,23.4,23.9,0.2,84879,6.5,1
California,Santa Barbara,0.261,0.493,127107,96,38.9,10.5,190,123,63,73,17,314,0.94,1.1,7.3,22.2,18.3,51.8,1.9,39.5,4.2,0.6,60645,12.7,1
California,Santa Clara,0.199,0.342,139933,89,27.3,6.7,252,113,49,113,14,302,1.14,1.24,7.1,19,16.6,38,2.5,26,30.8,0.3,88525,7.6,1
California,Santa Cruz,0.255,0.51,115371,92,36.2,5.4,190,123,63,73,17,314,0.94,1.1,6.1,17.8,19.2,62.9,0.9,29.3,3.8,0.5,66495,13.3,1
California,Shasta,0.235,0.771,153060,95,32.8,10.5,190,123,63,73,17,314,0.94,1.1,8,25.3,15.4,83.1,1,8,2.3,2.5,42362,17.7,1
California,Sierra,0.604,0.919,21353,89,22,11.3,161,100,56,58,15,287,1.11,1.2,8.6,24,,86.7,0.2,9.5,0.1,1.8,44282,12.7,0
California,Siskiyou,0.475,0.965,88516,100,46.1,10.6,190,123,63,73,17,314,0.94,1.1,8.3,25.5,14.2,80.5,1.4,9.7,1.3,3.9,36823,16.4,0
California,Solano,0.192,0.469,166345,87,27.8,8.2,252,113,49,113,14,302,1.14,1.24,9.8,25.1,17.4,43.7,14.6,22.6,13.6,0.6,70173,9,1
California,Sonoma,0.281,0.478,95101,96,23,7.3,252,113,49,113,14,302,1.14,1.24,6.3,19.8,16.2,68.2,1.5,23.2,3.7,0.8,62314,10.4,1
California,Stanislaus,0.261,0.801,162984,94,40.7,10.2,161,100,56,58,15,287,1.11,1.2,8.9,28,17.1,49.6,2.7,39.6,4.7,0.8,50094,14.4,1
California,Sutter,0.229,0.965,142096,86,38.7,11.1,161,100,56,58,15,287,1.11,1.2,7.4,24.5,16.2,54,2.2,27.3,12.6,1.2,49146,15.5,1
California,Tehama,0.18,0.747,145717,95,52.7,9.7,190,123,63,73,17,314,0.94,1.1,8.4,25.5,13.3,73.3,0.8,20.5,1.1,1.9,38160,16.5,0
California,Trinity,0.424,1.606,35167,89,44.5,11.2,190,123,63,73,17,314,0.94,1.1,9.2,23.2,19.7,85.5,0.4,4.9,0.7,4.6,34726,19.9,0
California,Tulare,0.284,1.051,197148,91,60.7,9.5,190,123,63,73,17,314,0.94,1.1,7.3,28.2,16.9,35.8,1.5,57.5,3.1,0.8,44383,21.5,1
California,Tuolumne,0.251,0.629,121652,87,26.9,8.4,161,100,56,58,15,287,1.11,1.2,7.3,22.8,14.3,82.3,2.4,9.9,1.2,1.7,49151,12.5,0
California,Ventura,0.197,0.446,130667,89,28.3,9.1,190,123,63,73,17,314,0.94,1.1,7.4,23.1,19,51.5,1.7,38,6.3,0.4,76190,8.7,1
California,Yolo,0.206,0.577,96009,97,34.6,9.4,161,100,56,58,15,287,1.11,1.2,6.2,25.4,17.4,53.4,2.7,28.5,11.5,0.7,57877,14.6,1
California,Yuba,0.181,0.958,136877,91,50.2,12,161,100,56,58,15,287,1.11,1.2,7.2,27.4,16.4,60.7,3.1,23.1,7.2,2,46715,16.6,1
Colorado,Adams,0.116,0.427,211171,101,35.5,7.6,157,109,60,55,17,299,0.89,0.99,6.8,24.3,10,56.1,2.9,35.6,3.1,0.7,56601,12,1
Colorado,Alamosa,0.262,0.843,392832,107,50,11.6,175,111,58,69,18,283,0.98,1.11,5.1,19.2,9.5,51.4,1,43.8,0.9,1.5,34681,21.4,0
Colorado,Arapahoe,0.147,0.388,152076,98,24.2,6.3,157,109,60,55,17,299,0.89,0.99,6,19.5,9.6,66,9.1,17.7,4.4,0.5,59320,9.8,1
Colorado,Archuleta,0.239,0.237,164615,131,29,13.4,175,111,58,69,18,283,0.98,1.11,5.3,16.6,4.3,80.7,0.4,16.2,0.3,1.1,51058,11.3,0
Colorado,Baca,0.518,1.043,52819,94,30.4,11.5,175,111,58,69,18,283,0.98,1.11,8.2,23.8,16.2,87.4,,9.4,0.2,1.2,31963,17.7,0
Colorado,Bent,0.341,1.017,82314,96,54.7,10.6,175,111,58,69,18,283,0.98,1.11,5.7,21.7,14.5,57.3,6.6,32.8,0.5,1.5,33187,29.4,0
Colorado,Boulder,0.156,0.307,111891,97,19.6,3.7,157,109,60,55,17,299,0.89,0.99,3.6,12.5,12.4,79.8,1,13.4,3.7,0.4,66760,10.3,1
Colorado,Chaffee,0.418,0.588,84330,111,21,9,157,109,60,55,17,299,0.89,0.99,5.2,15.5,3.8,86.3,1.7,9.3,0.5,1.1,45916,11.9,0
Colorado,Cheyenne,0.569,1.144,12940,163,23.8,10.7,175,111,58,69,18,283,0.98,1.11,6.4,18.3,17.1,88,0.5,10.6,,0.5,46017,12,0
Colorado,Clear Creek,0.224,0.225,137980,127,10.8,6.1,157,109,60,55,17,299,0.89,0.99,5.3,20.4,6.2,90.5,1,5.3,0.8,0.7,57227,7.4,1
Colorado,Conejos,0.497,0.62,170777,101,54.9,14.6,175,111,58,69,18,283,0.98,1.11,6.2,16.6,,42.7,0.1,55.7,0.1,0.9,30747,21.2,0
Colorado,Costilla,0.608,3.094,24928,107,58.1,15.4,175,111,58,69,18,283,0.98,1.11,7.4,18.4,,33.1,0.7,62.8,0.8,1.3,25208,24.8,0
Colorado,Crowley,0.151,0.632,64503,103,47.4,16.3,175,111,58,69,18,283,0.98,1.11,5,19.6,17.8,61.9,9.7,24,1.1,2.4,31603,46.2,0
Colorado,Custer,0.25,0.75,50074,126,19.2,5.8,175,111,58,69,18,283,0.98,1.11,6.7,16.8,,93.5,0.3,3.7,0.4,1,50660,11.8,0
Colorado,Delta,0.265,0.323,258929,121,31.3,11.5,175,111,58,69,18,283,0.98,1.11,6.8,19.7,11.2,83.6,0.6,13.4,0.5,0.6,43621,12.1,0
Colorado,Denver,0.18,0.568,144942,114,57.3,7.6,157,109,60,55,17,299,0.89,0.99,4.9,16.3,10,50.9,9.2,34.3,3.2,0.7,46305,18,1
Colorado,Dolores,0.524,0.504,43922,95,20,15.7,175,111,58,69,18,283,0.98,1.11,5.8,19.4,,91,0.1,5.3,0.4,2,43760,11.8,0
Colorado,Douglas,0.081,0.143,75194,28,5.7,2.1,157,109,60,55,17,299,0.89,0.99,3.6,16,7,85.6,1.7,7.2,3.5,0.4,100493,3.1,1
Colorado,Eagle,0.295,0.191,62227,75,23.6,6.1,157,109,60,55,17,299,0.89,0.99,3.2,13,13.3,68.9,0.4,28.5,1,0.4,73482,6.8,0
Colorado,Elbert,0.044,0.087,130143,90,8.3,3.5,157,109,60,55,17,299,0.89,0.99,4.8,17.4,,90.8,1.1,5.4,0.6,0.5,75990,5.5,1
Colorado,El Paso,0.097,0.398,202690,106,21.3,6.6,157,109,60,55,17,299,0.89,0.99,5.5,19.8,7,73.7,6.2,13.6,2.9,0.8,59061,10.6,1
Colorado,Fremont,0.127,0.423,159092,84,30.5,10.4,175,111,58,69,18,283,0.98,1.11,6.4,19.8,6.4,80.5,5.3,10.6,0.6,1.4,39155,14.7,0
Colorado,Garfield,0.15,0.198,170060,164,25.9,9.2,175,111,58,69,18,283,0.98,1.11,4.9,15.4,8.3,72.1,0.7,25,0.5,0.6,67063,7.4,0
Colorado,Gilpin,,,,154,10.9,7.7,157,109,60,55,17,299,0.89,0.99,4.9,16.8,,90.2,0.5,5.5,1.3,0.7,62332,6.2,1
Colorado,Grand,0.442,0.363,49416,122,12.9,8.1,157,109,60,55,17,299,0.89,0.99,4.6,16.6,6.8,91.4,1,5.3,0.8,0.4,58895,6.9,0
Colorado,Gunnison,0.335,0.264,98202,177,12.6,4.1,175,111,58,69,18,283,0.98,1.11,3.7,15.2,8.7,90.2,0.6,6.3,0.8,0.8,46972,12,0
Colorado,Hinsdale,1.188,1.19,2603,333,4.4,3.3,175,111,58,69,18,283,0.98,1.11,6.4,17.5,,96.4,,1.4,0.2,1.4,50692,7.3,0
Colorado,Huerfano,0.256,1.134,91090,100,46,14.9,175,111,58,69,18,283,0.98,1.11,6.7,18.3,6.2,58.9,3.4,34.1,0.5,1.5,31410,23.8,0
Colorado,Jackson,0.727,0.743,50152,171,41.5,9.7,175,111,58,69,18,283,0.98,1.11,6.8,21.7,,89.1,0.1,9.2,0.1,0.8,40413,15.6,0
Colorado,Jefferson,0.11,0.298,184196,109,18.9,5.3,157,109,60,55,17,299,0.89,0.99,5.3,17.4,9.6,79.9,1.3,14.2,2.5,0.7,66627,7.6,1
Colorado,Kiowa,0.751,0.757,17713,64,30,10.7,175,111,58,69,18,283,0.98,1.11,7.4,18.6,,91.9,0.6,5.1,0.2,1.6,38581,12.2,0
Colorado,Kit Carson,0.885,0.638,58857,103,34.4,16,175,111,58,69,18,283,0.98,1.11,6.3,24,9.3,75.6,3.5,19.5,0.4,0.6,39997,14.5,0
Colorado,Lake,0.128,0.125,188277,205,45.8,11.9,157,109,60,55,17,299,0.89,0.99,4.5,18.3,9,55.1,0.2,42.4,0.5,0.7,48280,12.7,0
Colorado,La Plata,0.202,0.317,154404,118,19.9,6.9,175,111,58,69,18,283,0.98,1.11,4.3,14.2,9.1,80.9,0.6,10.8,0.6,5.6,56427,10.9,0
Colorado,Larimer,0.094,0.27,194472,92,21.3,5.5,157,109,60,55,17,299,0.89,0.99,4.5,16.5,10.6,85.2,1,10,1.8,0.5,56701,11.6,1
Colorado,Las Animas,0.314,0.499,237855,117,33.6,12.9,175,111,58,69,18,283,0.98,1.11,6.6,20.7,10.3,55,1.4,40.7,0.6,1.2,38876,16.8,0
Colorado,Lincoln,0.377,0.946,53004,142,24.8,9.2,157,109,60,55,17,299,0.89,0.99,6.1,22,4.7,80,5.7,11.3,0.7,1.1,40384,16.8,0
Colorado,Logan,0.191,0.478,172277,89,26.8,9.6,157,109,60,55,17,299,0.89,0.99,5.8,21.4,13.8,80.7,2.9,14.5,0.4,0.5,42163,13.4,0
Colorado,Mesa,0.158,0.258,286899,115,24,6,175,111,58,69,18,283,0.98,1.11,5.6,19.9,11.1,84.3,0.8,12.1,0.7,0.8,54337,10.6,1
Colorado,Mineral,1.042,1.04,17607,201,10.3,11.8,175,111,58,69,18,283,0.98,1.11,6.1,18.1,,95.3,,2.4,,0.5,46394,10.4,0
Colorado,Moffat,0.22,0.723,84659,118,18.8,8.4,157,109,60,55,17,299,0.89,0.99,5.5,19.4,7.9,82.2,0.4,14.6,0.5,1,56427,9.5,0
Colorado,Montezuma,0.159,0.473,313979,146,36.8,12.6,175,111,58,69,18,283,0.98,1.11,6.3,19,8.2,74.8,0.4,9.7,0.3,12.9,44860,16.3,0
Colorado,Montrose,0.203,0.469,174606,101,37.4,10.4,175,111,58,69,18,283,0.98,1.11,5.2,16.9,7.1,79.2,0.5,17.6,0.5,0.8,45817,11.9,0
Colorado,Morgan,0.18,0.647,108865,106,47.5,9.7,157,109,60,55,17,299,0.89,0.99,7,19.5,10.1,63.2,0.7,34.5,0.3,0.6,43246,12.7,0
Colorado,Otero,0.213,1.172,155186,109,48.3,9.1,175,111,58,69,18,283,0.98,1.11,7,23.3,10.6,57.1,0.7,39.4,0.8,0.8,33234,22.2,0
Colorado,Ouray,0.457,0.439,10538,117,13.5,7.3,175,111,58,69,18,283,0.98,1.11,6.6,17.3,,91.8,0.1,5.6,0.3,0.8,59725,7.6,0
Colorado,Park,0.236,0.235,28556,103,17.1,7.2,157,109,60,55,17,299,0.89,0.99,5.3,16.5,6.8,91.1,0.7,5.5,0.5,0.6,64471,8.2,1
Colorado,Phillips,0.448,0.447,60276,84,27.9,10,175,111,58,69,18,283,0.98,1.11,7.6,19.6,13,79.2,0.2,19.1,0.4,0.2,42087,11.9,0
Colorado,Pitkin,0.332,0.129,15390,210,3.2,4.3,175,111,58,69,18,283,0.98,1.11,4.5,13.5,,88.3,0.4,8.9,1.3,0.2,72088,5,0
Colorado,Prowers,0.459,1.144,139955,96,47.8,10,175,111,58,69,18,283,0.98,1.11,5.9,20.1,16.4,59.5,0.3,38.1,0.6,0.7,35730,19.1,0
Colorado,Pueblo,0.116,0.657,280830,103,44.6,11.7,157,109,60,55,17,299,0.89,0.99,7,23.3,10.5,56.4,2,39.1,0.7,0.7,42005,16.8,1
Colorado,Rio Blanco,0.483,0.315,72817,132,13.2,5.7,175,111,58,69,18,283,0.98,1.11,5.4,15.7,8,89.6,0.5,7.3,0.3,1,57856,8.1,0
Colorado,Rio Grande,0.603,0.689,208733,107,46,12.9,175,111,58,69,18,283,0.98,1.11,6,17.5,9.3,58.6,0.3,38.9,0.2,1.1,37353,15.4,0
Colorado,Routt,0.224,0.261,45222,152,6.7,5.1,157,109,60,55,17,299,0.89,0.99,3.9,13,13.9,92.9,0.5,4.4,0.7,0.4,63085,5.8,0
Colorado,Saguache,0.146,1.275,41371,105,60.4,10.3,175,111,58,69,18,283,0.98,1.11,5.5,20.4,8.8,51.4,,46,0.4,1.1,33198,29.9,0
Colorado,San Juan,,1.812,12579,256,48.5,22.7,175,111,58,69,18,283,0.98,1.11,5.1,18.4,,87.3,,10.9,0.4,0.7,40252,12.4,0
Colorado,San Miguel,0.533,0.397,21893,190,14.5,7.9,175,111,58,69,18,283,0.98,1.11,4.2,14.9,,88.2,0.1,9,0.8,0.8,61074,8.2,0
Colorado,Sedgwick,0.429,0.425,50030,115,32.5,17,175,111,58,69,18,283,0.98,1.11,7,20.4,,82.1,0.4,15.5,0.8,0.1,35350,11.8,0
Colorado,Summit,0.341,0.224,77796,87,19.2,5.4,157,109,60,55,17,299,0.89,0.99,3.5,12.7,9,82.2,1,14.6,0.9,0.4,64813,6.8,0
Colorado,Teller,0.23,0.6,96966,116,19.3,5.9,157,109,60,55,17,299,0.89,0.99,5.6,17.9,4.9,89.9,1.4,5.1,0.8,1,58457,7.3,1
Colorado,Washington,0.217,0.222,52298,80,28.2,15.6,157,109,60,55,17,299,0.89,0.99,7.3,19.8,,89.9,,9,0.1,0.3,38982,12.4,0
Colorado,Weld,0.103,0.288,189747,88,33,7.2,157,109,60,55,17,299,0.89,0.99,5.3,23,11.5,68.9,0.8,27.4,1.2,0.4,55845,12,1
Colorado,Yuma,0.415,0.724,57328,93,38.3,12.2,175,111,58,69,18,283,0.98,1.11,6.3,21.5,5.9,77.6,0.1,21.3,0.1,0.2,43560,12.7,0
Connecticut,Fairfield,0.25,0.43,117698,152,21.7,4.1,196,135,52,79,17,312,1.1,0.94,6.5,17.9,17.2,69.3,9.9,15.4,4.2,0.2,84250,8.2,1
Connecticut,Hartford,0.246,0.603,187409,86,23.4,5.8,187,131,57,54,21,328,1.16,1.06,7.4,22.1,16,69.2,12.1,13.9,3.5,0.2,64045,10.4,1
Connecticut,Litchfield,0.229,0.272,136106,82,9,4.5,187,131,57,54,21,328,1.16,1.06,6.9,21.1,11.8,92.1,1.5,3.7,1.6,0.2,67520,5.6,0
Connecticut,Middlesex,0.171,0.279,106137,106,9.6,3.9,187,131,57,54,21,328,1.16,1.06,7,21.1,13.6,87.8,4.5,4.2,2.1,0.2,74645,5.5,1
Connecticut,New Haven,0.204,0.636,172752,83,30.5,5.6,187,131,57,54,21,328,1.16,1.06,8.2,24,15.4,69.9,11.9,13.3,3.4,0.2,61459,11,1
Connecticut,New London,0.182,0.484,149896,87,15,6.4,187,131,57,54,21,328,1.16,1.06,7.6,22.4,16.5,81,5.6,6.7,3.6,0.8,67484,6.9,1
Connecticut,Tolland,0.136,0.263,95761,108,8.3,3,187,131,57,54,21,328,1.16,1.06,6.2,21.1,12.9,88.7,3.2,3.8,3.1,0.2,75251,6.8,1
